CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
13736,3,492,5,722.0,241.0,167,1.33,3,3,1.0
13737,1,125,200,340.0,340.0,29,0.0,1,0,0.0
13739,1,54,18,217.0,217.0,3,0.0,1,0,0.0
13740,1,425,240,351.0,351.0,23,0.0,1,0,0.0
13741,4,217,71,666.0,167.0,34,4.26,4,1,0.25
13742,14,1107,16,3079.0,220.0,200,0.95,14,2,0.14
13743,8,1775,2,1340.0,168.0,8,6.15,8,1,0.13
13744,2,1153,95,1081.0,541.0,54,3.18,2,0,0.0
13745,2,486,151,292.0,146.0,25,0.4,2,1,0.5
13747,1,8,373,80.0,80.0,1,0.0,1,0,0.0
13748,5,439,95,948.0,190.0,24,10.26,5,0,0.0
13750,5,516,53,1647.0,329.0,20,12.17,5,0,0.0
13751,1,152,288,296.0,296.0,9,0.0,1,0,0.0
13752,6,873,124,1145.0,191.0,63,1.64,6,0,0.0
13753,1,512,287,741.0,741.0,35,0.0,1,0,0.0
13754,2,214,151,283.0,142.0,11,15.0,2,0,0.0
13755,10,1219,3,2101.0,210.0,232,0.17,10,1,0.1
13756,15,3164,2,5145.0,343.0,66,2.52,15,1,0.07
13758,7,1844,11,3191.0,456.0,104,3.09,7,0,0.0
13759,2,287,33,659.0,330.0,24,1.54,2,0,0.0
13760,2,197,54,287.0,144.0,50,3.61,2,0,0.0
13761,2,642,50,1071.0,536.0,68,1.87,2,0,0.0
13762,2,0,204,0.0,0.0,7,1.08,2,7,3.5
13763,3,725,63,1689.0,563.0,17,6.69,3,2,0.67
13764,3,923,70,1516.0,505.0,182,1.3,3,0,0.0
13767,52,7258,2,16946.0,326.0,55,0.88,52,31,0.6
13769,16,1152,2,2772.0,173.0,73,2.53,16,8,0.5
13771,5,1476,64,2632.0,526.0,114,1.52,5,1,0.2
13772,3,540,33,1123.0,374.0,141,1.19,3,0,0.0
13774,1,192,81,345.0,345.0,22,0.0,1,0,0.0
13777,40,12807,0,25758.0,644.0,39,1.65,40,20,0.5
13778,1,70,103,179.0,179.0,9,0.0,1,0,0.0
13780,2,318,7,360.0,180.0,56,2.91,2,0,0.0
13781,1,30,250,128.0,128.0,17,0.0,1,0,0.0
13782,6,369,12,909.0,152.0,96,2.79,6,0,0.0
13784,11,2493,9,2463.0,224.0,9,10.6,11,0,0.0
13786,1,136,367,230.0,230.0,7,0.0,1,0,0.0
13787,2,337,75,309.0,155.0,24,9.6,2,0,0.0
13790,1,748,4,349.0,349.0,45,0.0,1,0,0.0
13791,3,828,43,1048.0,349.0,7,7.75,3,6,2.0
13792,2,92,66,196.0,98.0,13,18.42,2,0,0.0
13798,63,23515,1,36353.0,577.0,115,0.79,63,89,1.41
13799,2,402,116,689.0,345.0,32,4.66,2,0,0.0
13800,1,331,309,558.0,558.0,33,0.0,1,0,0.0
13801,1,168,66,325.0,325.0,23,0.0,1,0,0.0
13802,6,2281,138,3906.0,651.0,57,3.38,6,6,1.0
13803,1,121,255,277.0,277.0,17,0.0,1,0,0.0
13804,7,1462,30,2588.0,370.0,124,1.93,7,0,0.0
13805,2,1900,52,925.0,463.0,10,6.33,2,0,0.0
13806,1,56,63,256.0,256.0,10,0.0,1,0,0.0
13807,1,36,367,113.0,113.0,7,0.0,1,0,0.0
13808,5,782,5,1748.0,350.0,70,1.19,5,0,0.0
13809,1,29,305,155.0,155.0,11,0.0,1,0,0.0
13810,2,307,28,828.0,414.0,30,0.87,2,0,0.0
13811,2,63,183,520.0,260.0,5,6.11,2,0,0.0
13812,3,330,42,485.0,162.0,32,1.94,3,0,0.0
13813,5,539,39,1155.0,231.0,53,1.42,5,2,0.4
13814,3,862,56,1562.0,521.0,37,1.4,3,1,0.33
13815,5,2537,22,3655.0,731.0,131,1.71,5,1,0.2
13816,4,256,23,483.0,121.0,26,1.3,4,5,1.25
13817,2,208,29,329.0,165.0,19,15.33,2,0,0.0
13819,3,1109,301,1140.0,380.0,26,0.49,3,0,0.0
13821,2,153,144,386.0,193.0,51,2.0,2,0,0.0
13822,2,611,5,632.0,316.0,90,0.36,2,0,0.0
13823,2,439,18,958.0,479.0,39,1.85,2,0,0.0
13824,5,768,32,1699.0,340.0,34,6.13,5,0,0.0
13826,2,81,158,180.0,90.0,10,1.8,2,1,0.5
13827,3,138,57,410.0,137.0,83,0.93,3,0,0.0
13828,1,311,22,209.0,209.0,15,0.0,1,0,0.0
13829,1,-12,359,-102.0,-102.0,1,0.0,1,1,1.0
13831,6,743,16,2198.0,366.0,58,4.93,6,0,0.0
13832,2,25,17,41.0,21.0,3,0.33,2,1,0.5
13833,1,117,159,384.0,384.0,28,0.0,1,0,0.0
13835,4,442,25,835.0,209.0,48,3.48,4,0,0.0
13837,2,182,211,267.0,134.0,17,6.18,2,0,0.0
13838,4,254,5,675.0,169.0,144,2.22,4,0,0.0
13841,1,100,252,85.0,85.0,1,0.0,1,0,0.0
13842,9,1768,58,3386.0,376.0,155,1.48,9,0,0.0
13844,1,196,11,362.0,362.0,20,0.0,1,0,0.0
13845,1,182,64,313.0,313.0,9,0.0,1,0,0.0
13846,4,383,24,848.0,212.0,56,5.86,4,3,0.75
13848,3,3700,92,1255.0,418.0,3,68.25,3,0,0.0
13849,2,1016,51,1538.0,769.0,97,1.19,2,0,0.0
13850,2,941,88,1587.0,794.0,93,0.44,2,1,0.5
13851,3,1705,95,2651.0,884.0,77,2.39,3,0,0.0
13853,2,304,8,1057.0,529.0,23,2.09,2,1,0.5
13854,29,2278,8,8025.0,277.0,39,3.05,29,4,0.14
13856,5,484,168,363.0,73.0,10,2.06,5,3,0.6
13858,1,75,57,216.0,216.0,11,0.0,1,0,0.0
13859,1,129,326,201.0,201.0,27,0.0,1,0,0.0
13860,6,589,1,1240.0,207.0,58,1.08,6,1,0.17
13862,10,1682,18,2187.0,219.0,97,2.2,10,3,0.3
13863,2,219,245,300.0,150.0,20,0.1,2,2,1.0
13865,4,204,58,502.0,126.0,26,7.93,4,0,0.0
13866,1,57,74,146.0,146.0,7,0.0,1,0,0.0
13867,3,501,31,1005.0,335.0,51,3.15,3,0,0.0
13868,2,1964,7,3193.0,1597.0,32,0.97,2,0,0.0
13869,4,1709,123,3084.0,771.0,234,0.77,4,0,0.0
13870,10,1320,2,2751.0,275.0,91,2.41,10,3,0.3
13871,14,2801,22,6390.0,456.0,155,0.83,14,2,0.14
13873,4,138,119,382.0,96.0,21,8.22,4,1,0.25
13874,1,180,358,540.0,540.0,18,0.0,1,0,0.0
13875,5,1316,53,1787.0,357.0,79,2.39,5,0,0.0
13876,1,36,63,123.0,123.0,7,0.0,1,0,0.0
13877,1,108,86,117.0,117.0,3,0.0,1,0,0.0
13878,1,463,54,1272.0,1272.0,35,0.0,1,0,0.0
13880,13,1842,21,3220.0,248.0,125,2.09,13,0,0.0
13881,22,10062,3,16990.0,772.0,72,1.67,22,2,0.09
13882,6,950,2,1131.0,189.0,54,0.89,6,1,0.17
13883,9,1369,1,2542.0,282.0,109,2.1,9,12,1.33
13884,6,297,7,781.0,130.0,45,4.66,6,1,0.17
13885,2,182,189,507.0,254.0,28,0.41,2,0,0.0
13886,1,126,71,244.0,244.0,16,0.0,1,0,0.0
13887,1,147,204,350.0,350.0,19,0.0,1,0,0.0
13888,2,254,119,596.0,298.0,38,2.58,2,0,0.0
13889,1,146,92,417.0,417.0,15,0.0,1,0,0.0
13890,14,826,1,1861.0,133.0,74,3.12,14,4,0.29
13892,4,983,26,633.0,158.0,26,8.42,4,0,0.0
13893,1,190,297,821.0,821.0,21,0.0,1,0,0.0
13894,5,339,22,536.0,107.0,25,9.9,5,3,0.6
13895,5,1364,21,2588.0,518.0,97,1.2,5,1,0.2
13897,1,200,50,311.0,311.0,17,0.0,1,0,0.0
13898,1,133,325,156.0,156.0,12,0.0,1,0,0.0
13899,2,156,16,389.0,195.0,19,14.33,2,0,0.0
13900,3,430,183,741.0,247.0,42,1.88,3,0,0.0
13901,5,1739,72,2867.0,573.0,144,1.66,5,0,0.0
13904,2,332,37,333.0,167.0,24,10.28,2,0,0.0
13908,5,1469,79,2297.0,459.0,103,1.57,5,4,0.8
13911,9,2731,57,2581.0,287.0,120,1.68,9,0,0.0
13914,3,379,3,614.0,205.0,28,0.97,3,1,0.33
13917,2,228,49,272.0,136.0,16,8.29,2,0,0.0
13918,2,1140,49,1213.0,607.0,30,7.0,2,0,0.0
13919,3,435,53,314.0,105.0,23,2.27,3,5,1.67
13922,1,93,351,172.0,172.0,7,0.0,1,0,0.0
13923,1,185,53,351.0,351.0,20,0.0,1,0,0.0
13924,11,1532,1,1682.0,153.0,91,0.49,11,20,1.82
13925,6,327,36,617.0,103.0,28,2.2,6,4,0.67
13926,1,104,23,224.0,224.0,11,0.0,1,0,0.0
13927,1,214,74,349.0,349.0,21,0.0,1,0,0.0
13928,4,129,10,465.0,116.0,23,4.65,4,0,0.0
13929,3,139,169,803.0,268.0,8,17.33,3,1,0.33
13930,2,274,57,337.0,169.0,15,4.88,2,0,0.0
13931,3,721,85,1231.0,410.0,56,3.34,3,1,0.33
13932,1,72,294,307.0,307.0,16,0.0,1,0,0.0
13933,2,205,109,609.0,305.0,23,1.77,2,0,0.0
13934,1,390,263,922.0,922.0,31,0.0,1,0,0.0
13936,2,324,171,361.0,181.0,26,0.31,2,1,0.5
13937,1,123,169,159.0,159.0,9,0.0,1,0,0.0
13938,1,70,35,72.0,72.0,7,0.0,1,0,0.0
13939,4,843,23,557.0,139.0,43,6.38,4,1,0.25
13940,4,516,17,839.0,210.0,39,2.6,4,0,0.0
13941,7,2307,21,4912.0,702.0,24,7.54,7,2,0.29
13946,3,443,79,562.0,187.0,11,18.8,3,0,0.0
13947,1,44,65,91.0,91.0,5,0.0,1,0,0.0
13948,1,40,360,102.0,102.0,3,0.0,1,0,0.0
13949,6,2474,2,2427.0,405.0,124,0.56,6,0,0.0
13950,5,320,11,714.0,143.0,32,6.88,5,1,0.2
13951,3,459,176,674.0,225.0,38,3.08,3,0,0.0
13952,3,1424,211,3246.0,1082.0,119,0.19,3,1,0.33
13953,7,2724,7,3516.0,502.0,8,18.05,7,0,0.0
13954,3,141,1,379.0,126.0,24,2.34,3,5,1.67
13955,2,154,154,323.0,162.0,33,4.72,2,0,0.0
13956,5,486,5,1019.0,204.0,123,1.81,5,0,0.0
13958,1,-23,372,-102.0,-102.0,5,0.0,1,5,5.0
13959,3,355,79,594.0,198.0,79,3.17,3,0,0.0
13960,2,142,21,230.0,115.0,11,4.55,2,0,0.0
13962,2,87,21,170.0,85.0,11,22.3,2,0,0.0
13963,4,460,308,665.0,166.0,35,1.71,4,0,0.0
13967,1,42,145,81.0,81.0,2,0.0,1,0,0.0
13969,20,4469,7,8957.0,448.0,334,0.56,20,7,0.35
13971,11,1818,8,2702.0,246.0,118,1.74,11,9,0.82
13972,2,187,70,190.0,95.0,15,9.36,2,0,0.0
13973,1,109,287,265.0,265.0,11,0.0,1,0,0.0
13974,1,249,49,414.0,414.0,28,0.0,1,0,0.0
13975,7,1690,31,2438.0,348.0,240,0.73,7,2,0.29
13976,1,154,206,358.0,358.0,10,0.0,1,0,0.0
13978,2,315,14,197.0,99.0,14,2.14,2,0,0.0
13979,1,639,73,870.0,870.0,54,0.0,1,0,0.0
13980,1,172,60,200.0,200.0,11,0.0,1,0,0.0
13982,5,1132,39,1861.0,372.0,72,2.85,5,4,0.8
13983,13,1170,29,2590.0,199.0,91,2.97,13,5,0.38
13984,6,271,26,488.0,81.0,14,21.0,6,1,0.17
13985,16,3437,4,7025.0,439.0,108,0.72,16,2,0.13
13986,1,430,17,320.0,320.0,12,0.0,1,0,0.0
13988,9,3025,19,4099.0,455.0,188,0.97,9,5,0.56
13989,2,1313,65,1266.0,633.0,33,4.32,2,0,0.0
13990,1,190,213,311.0,311.0,16,0.0,1,0,0.0
13991,7,992,12,847.0,121.0,57,1.57,7,2,0.29
13992,1,64,30,77.0,77.0,5,0.0,1,0,0.0
13993,12,891,32,3395.0,283.0,65,2.38,12,4,0.33
13994,6,932,3,2274.0,379.0,122,0.96,6,0,0.0
13995,6,867,15,1383.0,231.0,55,2.66,6,1,0.17
13999,15,2231,10,3865.0,258.0,102,1.64,15,4,0.27
14000,2,707,206,634.0,317.0,15,0.27,2,1,0.5
14001,3,962,45,2043.0,681.0,34,8.61,3,0,0.0
14002,2,877,134,530.0,265.0,47,0.48,2,0,0.0
14004,7,2668,43,4583.0,655.0,102,1.43,7,0,0.0
14005,5,2478,9,2875.0,575.0,53,2.47,5,0,0.0
14006,3,641,115,962.0,321.0,22,6.76,3,0,0.0
14009,3,361,198,686.0,229.0,42,0.14,3,2,0.67
14012,1,160,277,329.0,329.0,11,0.0,1,0,0.0
14013,3,462,110,473.0,158.0,30,5.0,3,0,0.0
14014,1,1076,77,505.0,505.0,39,0.0,1,0,0.0
14015,1,378,52,917.0,917.0,20,0.0,1,0,0.0
14016,5,2123,154,4278.0,856.0,153,1.26,5,1,0.2
14019,4,1034,46,1399.0,350.0,37,1.34,4,2,0.5
14020,2,441,16,643.0,322.0,37,1.87,2,0,0.0
14021,3,192,155,632.0,211.0,22,4.76,3,0,0.0
14022,1,487,225,440.0,440.0,28,0.0,1,0,0.0
14023,2,345,7,584.0,292.0,30,8.07,2,0,0.0
14024,2,150,121,328.0,164.0,16,0.13,2,0,0.0
14027,1,62,60,105.0,105.0,6,0.0,1,0,0.0
14029,2,198,63,468.0,234.0,15,5.71,2,0,0.0
14030,8,1478,18,2359.0,295.0,210,1.43,8,0,0.0
14031,22,5371,7,14699.0,668.0,120,1.4,22,7,0.32
14032,18,2008,2,2930.0,163.0,53,2.35,18,9,0.5
14034,4,312,22,509.0,127.0,82,1.53,4,3,0.75
14035,5,738,28,1413.0,283.0,40,4.17,5,0,0.0
14036,1,268,284,627.0,627.0,38,0.0,1,0,0.0
14037,2,46,176,147.0,74.0,27,6.96,2,0,0.0
14038,4,963,78,1554.0,389.0,64,1.38,4,1,0.25
14039,1,92,33,152.0,152.0,6,0.0,1,0,0.0
14040,14,1515,40,3492.0,249.0,146,1.22,14,5,0.36
14041,1,94,266,141.0,141.0,21,0.0,1,0,0.0
14044,4,304,26,646.0,162.0,165,1.38,4,0,0.0
14045,4,535,109,1660.0,415.0,4,52.6,4,0,0.0
14046,1,443,284,152.0,152.0,13,0.0,1,0,0.0
14047,7,377,8,1290.0,184.0,22,10.97,7,2,0.29
14048,2,274,277,375.0,188.0,84,0.31,2,3,1.5
14049,6,3784,16,5536.0,923.0,352,0.61,6,17,2.83
14050,2,689,31,746.0,373.0,49,1.4,2,0,0.0
14051,26,3740,0,15462.0,595.0,51,1.66,26,5,0.19
14052,1,89,19,225.0,225.0,56,0.0,1,0,0.0
14053,2,215,124,260.0,130.0,2,11.67,2,0,0.0
14054,1,62,65,92.0,92.0,6,0.0,1,0,0.0
14055,1,216,106,726.0,726.0,10,0.0,1,0,0.0
14056,29,4213,1,8063.0,278.0,320,0.24,29,21,0.72
14057,18,4705,23,6141.0,341.0,179,1.13,18,7,0.39
14059,1,128,266,184.0,184.0,8,0.0,1,0,0.0
14060,20,5374,4,6135.0,307.0,86,1.77,20,1,0.05
14062,12,5593,9,10465.0,872.0,60,3.18,12,0,0.0
14064,7,1334,29,1169.0,167.0,59,3.12,7,2,0.29
14066,1,45,266,153.0,153.0,7,0.0,1,0,0.0
14067,2,361,63,375.0,188.0,51,0.63,2,0,0.0
14068,1,73,320,266.0,266.0,22,0.0,1,0,0.0
14071,9,861,3,1291.0,143.0,270,0.78,9,9,1.0
14073,2,128,21,140.0,70.0,13,0.85,2,1,0.5
14075,3,754,4,942.0,314.0,33,6.07,3,0,0.0
14076,1,79,129,119.0,119.0,43,0.0,1,0,0.0
14077,5,268,40,499.0,100.0,33,5.63,5,0,0.0
14078,6,310,101,1049.0,175.0,46,4.2,6,0,0.0
14079,1,301,124,375.0,375.0,12,0.0,1,0,0.0
14080,1,48,32,46.0,46.0,4,0.0,1,0,0.0
14081,4,589,267,892.0,223.0,126,0.66,4,3,0.75
14082,1,110,364,182.0,182.0,28,0.0,1,0,0.0
14083,9,705,4,1003.0,111.0,162,2.07,9,0,0.0
14085,19,3176,2,4409.0,232.0,272,0.8,19,1,0.05
14087,2,249,2,179.0,90.0,62,0.0,2,1,0.5
14088,14,12593,10,50415.0,3601.0,379,0.52,14,1,0.07
14089,1,133,56,159.0,159.0,13,0.0,1,0,0.0
14090,1,72,324,76.0,76.0,1,0.0,1,0,0.0
14092,17,2061,7,4063.0,239.0,117,1.66,17,3,0.18
14093,1,391,12,434.0,434.0,95,0.0,1,0,0.0
14096,17,16336,4,53258.0,3133.0,1118,0.02,17,0,0.0
14098,1,104,36,147.0,147.0,21,0.0,1,0,0.0
14099,12,2177,16,3093.0,258.0,167,1.33,12,2,0.17
14100,1,63,137,192.0,192.0,24,0.0,1,0,0.0
14101,6,6942,73,5977.0,996.0,15,7.35,6,0,0.0
14102,8,746,5,1060.0,133.0,35,0.6,8,5,0.63
14104,2,72,154,216.0,108.0,21,0.55,2,0,0.0
14105,2,798,85,1260.0,630.0,74,2.04,2,2,1.0
14107,8,1788,51,2688.0,336.0,61,2.51,8,1,0.13
14108,3,380,30,594.0,198.0,33,2.06,3,1,0.33
14109,2,56,23,80.0,40.0,9,3.77,2,5,2.5
14110,13,2443,3,5670.0,436.0,94,1.66,13,1,0.08
14111,5,456,14,674.0,135.0,9,25.0,5,1,0.2
14112,12,1608,22,2774.0,231.0,117,1.44,12,13,1.08
14113,8,635,3,1378.0,172.0,26,8.95,8,6,0.75
14114,2,101,273,387.0,194.0,15,4.0,2,0,0.0
14116,5,707,19,1383.0,277.0,61,1.41,5,0,0.0
14117,1,72,143,90.0,90.0,3,0.0,1,0,0.0
14119,1,-2,354,-20.0,-20.0,1,0.0,1,1,1.0
14121,6,2078,3,2740.0,457.0,148,0.34,6,2,0.33
14124,1,1618,84,420.0,420.0,4,0.0,1,0,0.0
14125,3,1628,10,2721.0,907.0,159,0.41,3,0,0.0
14126,4,457,7,629.0,157.0,13,0.14,4,1,0.25
14127,3,321,122,710.0,237.0,39,4.33,3,0,0.0
14128,2,564,60,638.0,319.0,40,4.33,2,0,0.0
14129,5,592,1,1124.0,225.0,31,5.06,5,0,0.0
14130,1,257,319,481.0,481.0,66,0.0,1,0,0.0
14132,12,3366,2,3580.0,298.0,100,0.89,12,1,0.08
14133,5,342,129,590.0,118.0,26,6.38,5,2,0.4
14135,15,3850,1,4690.0,313.0,95,2.75,15,0,0.0
14138,2,600,1,966.0,483.0,40,1.38,2,0,0.0
14139,1,510,46,416.0,416.0,26,0.0,1,0,0.0
14140,3,809,3,920.0,307.0,60,0.41,3,1,0.33
14141,6,337,2,879.0,147.0,28,2.22,6,6,1.0
14142,1,313,373,312.0,312.0,22,0.0,1,0,0.0
14143,1,30,133,116.0,116.0,7,0.0,1,0,0.0
14145,5,636,46,3148.0,630.0,6,15.27,5,1,0.2
14146,6,1886,8,2950.0,492.0,183,1.42,6,35,5.83
14147,3,96,49,468.0,156.0,4,47.0,3,1,0.33
14148,1,16,233,157.0,157.0,3,0.0,1,0,0.0
14149,3,129,212,259.0,86.0,28,0.21,3,12,4.0
14150,2,496,35,659.0,330.0,23,12.96,2,0,0.0
14152,3,699,75,611.0,204.0,47,3.22,3,1,0.33
14154,2,465,239,1346.0,673.0,52,0.0,2,0,0.0
14155,1,25,266,119.0,119.0,6,0.0,1,0,0.0
14156,64,56896,9,113686.0,1776.0,714,0.24,64,19,0.3
14157,3,260,19,392.0,131.0,45,5.76,3,1,0.33
14158,1,781,40,508.0,508.0,41,0.0,1,0,0.0
14159,14,4332,19,4613.0,330.0,500,0.29,14,8,0.57
14161,3,450,215,1098.0,366.0,87,1.48,3,0,0.0
14162,2,142,173,289.0,145.0,25,4.92,2,0,0.0
14163,4,893,87,2446.0,612.0,36,2.94,4,0,0.0
14164,2,1033,70,1632.0,816.0,28,0.36,2,0,0.0
14165,1,53,275,120.0,120.0,23,0.0,1,0,0.0
14167,4,147,39,563.0,141.0,27,5.92,4,0,0.0
14171,1,167,98,364.0,364.0,57,0.0,1,0,0.0
14173,4,150,10,451.0,113.0,28,7.39,4,0,0.0
14174,1,94,33,134.0,134.0,26,0.0,1,0,0.0
14175,7,1461,51,3108.0,444.0,139,1.69,7,15,2.14
14176,5,207,297,574.0,115.0,28,2.23,5,1,0.2
14177,5,203,84,545.0,109.0,37,2.29,5,1,0.2
14178,7,1492,8,1580.0,226.0,190,0.54,7,0,0.0
14179,2,319,40,702.0,351.0,135,0.07,2,0,0.0
14180,31,710,10,4641.0,150.0,112,1.41,31,8,0.26
14184,1,127,66,453.0,453.0,24,0.0,1,0,0.0
14185,1,6,331,198.0,198.0,3,0.0,1,0,0.0
14188,10,1145,8,2019.0,202.0,34,4.23,10,6,0.6
14189,24,3919,2,4604.0,192.0,176,1.29,24,12,0.5
14191,14,3657,1,4660.0,333.0,146,0.81,14,4,0.29
14193,2,445,67,853.0,427.0,35,4.9,2,0,0.0
14194,32,5783,4,11217.0,351.0,269,0.48,32,25,0.78
14195,3,702,201,963.0,321.0,7,7.0,3,1,0.33
14196,1,142,106,336.0,336.0,6,0.0,1,0,0.0
14198,7,280,4,663.0,95.0,35,5.37,7,5,0.71
14199,1,28,218,185.0,185.0,2,0.0,1,0,0.0
14201,9,578,60,688.0,76.0,32,7.79,9,2,0.22
14204,1,72,2,151.0,151.0,36,0.0,1,0,0.0
14205,3,100,16,229.0,76.0,34,9.41,3,14,4.67
14206,2,274,239,308.0,154.0,21,6.05,2,1,0.5
14208,1,114,94,152.0,152.0,10,0.0,1,0,0.0
14209,7,688,10,2067.0,295.0,55,3.66,7,1,0.14
14210,7,759,91,1901.0,272.0,66,2.72,7,1,0.14
14211,13,1232,53,2208.0,170.0,87,2.03,13,6,0.46
14212,1,1152,89,1070.0,1070.0,9,0.0,1,0,0.0
14213,1,-244,371,-1192.0,-1192.0,5,0.0,1,5,5.0
14214,7,748,30,1000.0,143.0,64,3.52,7,3,0.43
14215,7,1354,11,1778.0,254.0,98,3.28,7,1,0.14
14216,4,593,3,1824.0,456.0,46,0.58,4,0,0.0
14217,24,677,1,1925.0,80.0,78,3.35,24,7,0.29
14218,1,160,42,169.0,169.0,12,0.0,1,0,0.0
14219,1,78,4,90.0,90.0,7,0.0,1,0,0.0
14220,2,272,247,632.0,316.0,21,5.5,2,0,0.0
14221,10,2190,42,3428.0,343.0,123,1.52,10,1,0.1
14222,1,607,177,683.0,683.0,41,0.0,1,0,0.0
14223,4,583,92,975.0,244.0,50,2.85,4,1,0.25
14224,4,483,110,1010.0,253.0,105,1.86,4,0,0.0
14226,7,1289,28,2184.0,312.0,64,3.35,7,6,0.86
14227,15,1811,26,3316.0,221.0,117,1.39,15,8,0.53
14229,5,590,51,1451.0,290.0,29,6.69,5,3,0.6
14231,5,402,179,822.0,164.0,47,2.04,5,4,0.8
14232,8,1937,31,2044.0,256.0,81,1.95,8,3,0.38
14233,5,671,43,1448.0,290.0,30,7.77,5,1,0.2
14234,4,951,22,754.0,189.0,122,0.24,4,0,0.0
14235,6,1947,10,3094.0,516.0,65,3.13,6,1,0.17
14236,2,310,80,491.0,246.0,15,20.79,2,0,0.0
14237,1,38,373,161.0,161.0,9,0.0,1,0,0.0
14238,1,111,326,147.0,147.0,8,0.0,1,0,0.0
14239,13,986,43,2324.0,179.0,83,2.33,13,4,0.31
14240,2,418,30,890.0,445.0,37,4.76,2,0,0.0
14241,1,146,183,214.0,214.0,10,0.0,1,0,0.0
14242,2,123,234,281.0,141.0,13,6.07,2,0,0.0
14243,14,1204,8,2536.0,181.0,99,2.39,14,7,0.5
14245,5,971,176,1677.0,335.0,107,0.77,5,4,0.8
14246,3,804,110,1474.0,491.0,57,1.82,3,0,0.0
14247,1,47,278,137.0,137.0,19,0.0,1,0,0.0
14248,1,102,318,303.0,303.0,8,0.0,1,0,0.0
14250,3,1200,7,1904.0,635.0,94,0.75,3,0,0.0
14251,5,1674,1,2880.0,576.0,37,0.7,5,0,0.0
14256,3,410,254,935.0,312.0,51,2.08,3,1,0.33
14257,6,1677,51,3087.0,515.0,89,2.5,6,1,0.17
14258,10,7098,9,12650.0,1265.0,58,2.91,10,1,0.1
14259,1,68,141,120.0,120.0,5,0.0,1,0,0.0
14261,2,406,50,1163.0,582.0,52,0.53,2,0,0.0
14262,8,1645,8,2618.0,327.0,87,1.61,8,0,0.0
14264,3,66,154,319.0,106.0,17,12.0,3,2,0.67
14265,2,330,109,530.0,265.0,31,1.3,2,0,0.0
14267,7,461,150,1279.0,183.0,25,1.65,7,11,1.57
14270,1,197,331,493.0,493.0,29,0.0,1,0,0.0
14271,1,88,225,112.0,112.0,10,0.0,1,0,0.0
14272,2,599,73,438.0,219.0,33,5.63,2,0,0.0
14273,4,264,51,560.0,140.0,22,6.75,4,0,0.0
14276,5,723,88,1019.0,204.0,52,2.69,5,11,2.2
14277,4,1614,15,3893.0,973.0,194,0.88,4,3,0.75
14280,1,52,196,134.0,134.0,8,0.0,1,0,0.0
14282,15,2656,3,3701.0,247.0,70,2.34,15,0,0.0
14284,3,157,30,578.0,193.0,24,1.64,3,2,0.67
14285,4,541,21,1910.0,478.0,18,5.92,4,0,0.0
14286,5,4306,23,4596.0,919.0,220,0.76,5,5,1.0
14287,4,237,8,156.0,39.0,9,21.0,4,1,0.25
14288,2,187,212,414.0,207.0,16,0.06,2,1,0.5
14289,6,292,8,911.0,152.0,33,6.04,6,0,0.0
14290,6,913,11,2307.0,385.0,90,3.41,6,2,0.33
14291,12,2748,1,3873.0,323.0,145,1.14,12,1,0.08
14292,14,1643,7,4819.0,344.0,67,2.93,14,8,0.57
14293,4,709,3,1047.0,262.0,51,6.05,4,0,0.0
14295,2,83,40,158.0,79.0,6,58.4,2,1,0.5
14297,5,862,17,1290.0,258.0,48,4.13,5,1,0.2
14298,45,58021,3,50862.0,1130.0,884,0.21,45,3,0.07
14299,18,2013,8,2855.0,159.0,94,2.16,18,19,1.06
14300,1,32,18,43.0,43.0,3,0.0,1,0,0.0
14301,2,600,107,632.0,316.0,13,0.6,2,3,1.5
14304,2,54,222,197.0,99.0,25,3.0,2,10,5.0
14305,5,1068,71,1789.0,358.0,95,0.57,5,5,1.0
14306,3,1073,51,2083.0,694.0,33,1.0,3,2,0.67
14307,6,2058,88,2996.0,499.0,150,1.58,6,0,0.0
14309,10,1619,8,2320.0,232.0,75,2.83,10,6,0.6
14311,2,125,225,230.0,115.0,20,0.65,2,7,3.5
14312,6,1012,46,1612.0,269.0,74,3.35,6,0,0.0
14314,1,296,106,120.0,120.0,8,0.0,1,0,0.0
14315,7,1010,21,2457.0,351.0,64,2.35,7,3,0.43
14317,1,255,64,509.0,509.0,24,0.0,1,0,0.0
14320,3,239,206,343.0,114.0,29,3.05,3,11,3.67
14321,5,2406,10,1531.0,306.0,111,2.63,5,0,0.0
14323,4,340,114,574.0,144.0,32,3.07,4,5,1.25
14326,2,99,234,167.0,84.0,8,0.88,2,1,0.5
14327,1,139,163,312.0,312.0,12,0.0,1,0,0.0
14329,14,3067,8,4889.0,349.0,218,1.18,14,10,0.71
14331,2,252,124,463.0,232.0,27,0.37,2,0,0.0
14332,3,463,22,840.0,280.0,22,5.17,3,0,0.0
14333,2,52,64,351.0,176.0,15,0.17,2,4,2.0
14334,9,1730,16,2539.0,282.0,98,2.07,9,1,0.11
14335,2,375,16,455.0,228.0,55,1.36,2,0,0.0
14336,4,1759,16,1615.0,404.0,77,2.89,4,0,0.0
14338,4,329,158,554.0,139.0,30,1.12,4,3,0.75
14339,4,151,234,294.0,74.0,14,0.44,4,3,0.75
14340,1,58,218,135.0,135.0,6,0.0,1,0,0.0
